latitude,longitude
10.883585, 106.634468
10.883585, 106.634468
10.8835764, 106.634468
10.8835764, 106.634468
10.8835964, 106.634338
10.8835964, 106.634338
10.8834629, 106.634384
10.8834562, 106.634453
10.88352, 106.6345
10.88343, 106.634926
10.8833084, 106.635025
10.88325, 106.635033
10.88324, 106.63504
10.8829746, 106.635033
10.8825321, 106.634781
10.8819447, 106.63443
10.8813982, 106.634079
10.88105, 106.6339
10.8809519, 106.63385
10.8809519, 106.63385
10.8807917, 106.633987
10.8806982, 106.634155
10.8801546, 106.635162
10.8800516, 106.635353
10.8800449, 106.635361
10.8799047, 106.635643
10.87968, 106.636078
10.8790779, 106.637184
10.87845, 106.6383
10.8777, 106.63958
10.87725, 106.640793
10.8771381, 106.641655
10.87702, 106.642448
10.876853, 106.643837
10.8768015, 106.644272
10.8766632, 106.645309
10.8618469, 106.653465
10.8618546, 106.6539
10.8618364, 106.654961
10.8617468, 106.656715
10.8616648, 106.6584
10.8615732, 106.660263
10.86153, 106.661545
10.8615379, 106.661972
10.861537, 106.661972
10.8615446, 106.662239
10.8615446, 106.662308
10.8615513, 106.662704
10.8615513, 106.662743
10.8615532, 106.66275
10.8615732, 106.663017
10.8615866, 106.663368
10.8616219, 106.664307
10.8616486, 106.66539
10.8616514, 106.665863
10.8616514, 106.665863
10.8616581, 106.666206
10.86165, 106.666695
10.8616314, 106.667885
10.86164, 106.6688
10.8616438, 106.668839
10.8616447, 106.668839
10.8616447, 106.669006
10.8616438, 106.669182
10.8616571, 106.669991
10.86167, 106.670967
10.8616714, 106.670982
10.8616667, 106.670982
10.8616753, 106.671494
10.8616934, 106.672432
10.8617449, 106.674911
10.8616152, 106.677475
10.8614283, 106.679886
10.8612947, 106.681923
10.8611479, 106.68399
10.8610287, 106.685989
10.860898, 106.688034
10.8607931, 106.689804
10.8607454, 106.690514
10.8607454, 106.690514
10.8607235, 106.690826
10.860673, 106.691505
10.860568, 106.693306
10.8604746, 106.694786
10.8603687, 106.69603
10.8601532, 106.697853
10.859952, 106.699188
10.8597136, 106.70105
10.8594551, 106.703072
10.85927, 106.704483
10.859252, 106.70459
10.8592119, 106.70491
10.8592033, 106.704971
10.85903, 106.70649
10.8587914, 106.708359
10.8585949, 106.710037
10.8585281, 106.710587
10.8584681, 106.710564
10.85822, 106.710526
10.8579588, 106.71048
10.8574667, 106.71051
10.8568182, 106.7106
10.8565168, 106.710716
10.8563566, 106.710754
10.8563566, 106.710762
10.8559771, 106.710884
10.8555183, 106.711006
10.8548813, 106.71109
10.8548813, 106.7111
10.8549013, 106.711151
10.8549385, 106.711121
10.8550663, 106.71109
10.8555021, 106.710983
10.8563232, 106.71077
10.85691, 106.710617
10.8569231, 106.710617
10.8569431, 106.710587
10.856945, 106.710587
10.8569365, 106.710556
10.8569365, 106.710556
10.85694, 106.710556
10.85694, 106.710556
10.8569412, 106.710548
10.856945, 106.710548
10.8569517, 106.710548
10.8569536, 106.710548
10.8569546, 106.710548
10.8569565, 106.710548
10.8569231, 106.710556
10.8569546, 106.710533
10.8569546, 106.710533
10.8569431, 106.710571
10.8569269, 106.7106
10.8569269, 106.7106
10.8569269, 106.7106
10.8569279, 106.7106
10.8569584, 106.710571
10.8569632, 106.710548
10.8569651, 106.710548
10.8569651, 106.710548
10.856988, 106.710526
10.856988, 106.710526
10.856987, 106.710526
10.8569851, 106.710526
10.8569813, 106.710533
10.8569813, 106.710533
10.8569679, 106.710541
10.8569679, 106.710541
10.85697, 106.710541
10.8569717, 106.710548
10.856967, 106.710564
10.856967, 106.710564
10.8569517, 106.710564
10.8569479, 106.710564
10.85695, 106.710556
10.8569584, 106.710533
10.8569584, 106.710533
10.8568487, 106.710609
10.8568468, 106.710609
10.856823, 106.710587
10.8568134, 106.7106
10.8568134, 106.7106
10.8571835, 106.710533
10.8574953, 106.71048
10.8578987, 106.710442
10.8578987, 106.710442
10.8581533, 106.7105
10.8584414, 106.710533
10.8586454, 106.711105
10.8591433, 106.712364
10.8600035, 106.714
10.86042, 106.715019
10.8608131, 106.715912
10.8608179, 106.715927
10.8610888, 106.715973
10.8613567, 106.715683
10.8607664, 106.71463
10.859992, 106.713234
10.859355, 106.712
10.8588619, 106.710114
10.8589649, 106.70842
10.8590021, 106.707748
10.8591185, 106.706757
10.8592367, 106.705719
10.8592367, 106.705719
10.8591471, 106.70562
10.8590765, 106.706367
10.8588467, 106.708252
10.858695, 106.710243
10.8587313, 106.710541
10.85876, 106.710732
10.8587837, 106.710854
10.8590183, 106.711655
10.8594284, 106.712509
10.8599186, 106.71344
10.8603649, 106.71434
10.8609419, 106.715424
10.8614864, 106.716476
10.8621721, 106.717804
10.8627748, 106.718987
10.8634033, 106.720222
10.8643036, 106.722084
10.8651571, 106.723824
10.8659534, 106.725456
10.8666916, 106.726891
10.8674564, 106.728363
10.8682814, 106.729958
10.8691635, 106.731682
10.8698854, 106.733131
10.8706684, 106.7347
10.87123, 106.736053
10.8714314, 106.736786
10.8716965, 106.738258
10.8719454, 106.740059
10.8723536, 106.741951
10.8729467, 106.743774
10.8735285, 106.74556
10.8740788, 106.747269
10.8746767, 106.7491
10.8752251, 106.750786
10.8756685, 106.752159
10.8757133, 106.752312
10.8757181, 106.75235
10.8757753, 106.752525
10.87583, 106.752693
10.8759279, 106.753105
10.8760014, 106.754005
10.8697462, 106.775558
10.8695765, 106.77607
10.8694668, 106.776413
10.8968382, 106.827255
10.8968515, 106.827286
10.89685, 106.827286
10.93847, 106.868347
10.9406815, 106.868362
10.9429712, 106.868423
10.9453716, 106.868637
10.9475765, 106.8694
10.94894, 106.870361
10.939683, 106.883736
10.9391785, 106.889404
10.9391766, 106.889427
10.9392729, 106.889381
10.9393263, 106.889442
10.9394121, 106.889526
10.939703, 106.8898
10.9397068, 106.8898
10.9395313, 106.889717
10.9394054, 106.889587
10.9393, 106.889458
10.9392929, 106.889442
10.9392719, 106.889236
10.9394083, 106.889084
10.9402647, 106.888176
10.9404917, 106.887955
10.9404945, 106.887955
